logFC	AveExpr	t	P.Value	adj.P.Val	B	BC_Het_82_d25_1	BC_Het_82_d25_2	BC_Het_82_d25_3	BC_WT_d25_1	BC_WT_d25_2	BC_WT_d25_3
HSPA5	-1.44299788406246	14.8176194460597	-4.47531462816911	0.000436559527104348	0.0228470168147101	-0.0748682945005763	15.3878249055913	15.8253116160004	15.4042186426811	14.2133335490074	13.7900262131925	14.2850017498854
GPR112	-1.41423925003948	4.78677952390028	-4.47426471316962	0.000437479273755492	0.0228470168147101	-0.0769535542337643	5.37816692023596	5.64876507716599	5.4547654493581	4.33991182061652	4.07919400763594	3.81987386838915
TMEM63C	-1.7079091873459	13.1688454956995	-4.46868917224133	0.000442396909324743	0.0230028135071488	-0.0880287040819843	13.8136667648165	14.4129277962593	13.8418057070414	12.5968669150248	11.513205852041	12.8345999390137
ST3GAL6	1.52970792644091	8.92266314664783	4.46831052122648	0.000442732925420126	0.0230028135071488	-0.0887809371949047	8.36617561234395	7.7145075482378	8.39274438970038	10.0637911000589	9.32796436809559	9.67079586145038
TYSND1	-1.4570375847063	9.44476403654775	-4.46684499620542	0.000444035901430548	0.0230115075976655	-0.0916924736030564	10.2404675294903	10.1572915170291	10.1220894401833	9.08127149572546	8.29491144554877	8.77255279130956
SPANXN5	1.51328924120741	4.14280090880554	4.46384292243616	0.000446717270992605	0.0230914083217428	-0.0976571684456093	3.45330406217226	3.38534577966682	3.31981902276644	4.56120062740446	4.65978621897708	5.47734974184621
PRKAR2B	-1.49366478085615	8.24622132499433	-4.45902213152439	0.000451057797181577	0.0232024332176174	-0.107236854274282	9.19521519903892	8.60728798411014	9.17665796311815	7.80447264392502	7.13464896326956	7.55904519650417
SLC13A5	-1.4676099584143	6.47334684687854	-4.45891444950594	0.00045115524294237	0.0232024332176174	-0.107450856197638	7.06801882197155	7.50737607548998	7.04606058079553	5.57529258462798	6.12929900981399	5.5140340085722
THC2651904	1.43258692704624	7.34676029596469	4.4531921112471	0.000456364736317099	0.0234109332961858	-0.118824429495421	6.45812635398352	6.79430990120924	6.63896424213196	8.23616742995418	7.69920599555375	8.25378785295552
LOC643650	1.42794422146334	10.6102256410507	4.44609172555678	0.000462914473394848	0.0236431696058842	-0.132940453756761	9.78242914378972	10.183736023155	9.72259542401239	11.2929074695657	11.0944965110171	11.5851892747644
LOC157503	-2.12551759651381	6.91956615106739	-4.44575711082736	0.000463225501334257	0.0236431696058842	-0.13360578399959	7.97861276341242	7.85331439650706	8.1150476880534	7.0118349316226	4.55244403235156	6.00614309445729
HAPLN3	1.63871091750752	10.7105063715115	4.44289151868002	0.000465897873217461	0.0237198206155915	-0.139303923323546	9.85675324527567	10.0106665507898	9.80603294220789	11.1157583098287	12.3342410742258	11.1395861067414
TNFRSF11B	1.60941137536262	8.77943483419169	4.43748346242184	0.00047098434157929	0.0239186859985493	-0.150059361342925	8.41750039187787	7.21311353493247	8.29357351272081	9.67913369202839	9.52775651738162	9.545531356209
LOC389273	-2.01799885115362	11.8101512532286	-4.43113828325927	0.000477024717507798	0.0241411861612363	-0.162681331109844	12.2608436483218	13.8113066721424	12.3853017159519	10.8718508448842	10.0174868396889	11.5141177983821
BMP7	1.42350823051299	10.3684856109385	4.43010509345467	0.000478015754145659	0.0241411861612363	-0.1647368597491	9.78118177444487	9.42617407030457	9.76283864229647	11.3068989875701	10.7513299048265	11.1824902861882
MGST1	2.18198596465412	9.91799636437379	4.42914373323041	0.000478939783685387	0.0241411861612363	-0.166649555010468	9.08914114566696	8.42228072006128	8.96958828041196	10.6112268435887	12.4165873937871	9.99915380272675
TNFRSF10B	2.1554479056793	10.6084727158789	4.42501834377003	0.000482925772873977	0.0242816995924204	-0.174858093371638	9.44401525082508	9.85721575023782	9.29101528805482	11.0372246875492	13.1255363111511	10.8958290074554
GNGT1	1.38658072675684	6.51430939610243	4.42012945314147	0.00048769343520566	0.0244348511225159	-0.184587447108622	5.80173263138865	6.02376164338329	5.63756282340009	7.4124302984768	7.07368683374542	7.13668214622032
A_33_P3408877	-1.48995555097103	12.1696999761232	-4.41942590266883	0.000488383492307109	0.0244348511225159	-0.18598772397242	12.8231852191713	13.2208359089615	12.7000121266932	11.3818861206793	11.0368241931346	11.855456288099
KCNJ16	1.42152648990127	11.7035540791523	4.41595473922401	0.000491802730989065	0.0245453170887474	-0.192896914551819	11.0978680434099	10.8040163746905	11.0764880845047	12.6583511424378	12.0521164311258	12.5324843987453
lincRNA:chr3:165198855-165244262_R	1.52648565934536	6.16440361341079	4.40546728528374	0.000502282803204932	0.0250067725831488	-0.213777052215035	5.03269085052064	5.87564143118949	5.29515006950421	7.23602053936717	6.53226972310827	7.01464906677497
lincRNA:chr7:125564239-125734564_F	-1.9164233674327	11.9321880641053	-4.40242324149436	0.000505367269493385	0.0250450164939449	-0.219839125717336	12.4751455313557	13.8650066104067	12.3310471017024	11.138843665557	10.2874865482601	11.4955989273496
C16orf54	-1.40587939604454	9.10934112993186	-4.40227009508352	0.000505522960372279	0.0250450164939449	-0.220144127420245	9.84017499245615	9.69637901307056	9.90028847833569	8.65387148496407	8.51443533921019	8.05089747155452
TC2N	-1.65139315668165	5.5100462193605	-4.39837016535088	0.000509504257480904	0.025180694559355	-0.227911676321802	6.61616638177423	5.57853090604897	6.81253110528078	5.0572518011278	4.40489493559175	4.59090218633949
IRX3	1.45798164893557	9.83933697551698	4.38843027955347	0.000519797161588656	0.0256268853656227	-0.24771401356299	8.93158405234616	9.38056903725034	9.01888536355106	10.9218713929039	10.1562533884028	10.6268586186476
THC2601316	1.90028766416394	4.28160771685486	4.38106069557393	0.000527565530579685	0.0259467484129519	-0.262400289029128	3.06537091280076	3.06690891306807	3.86211182844983	5.64632389731198	4.1599512210003	5.8889795284982
FGF7	1.43745897093774	4.92811803766332	4.37419801661565	0.00053490627794617	0.0262440821065938	-0.276079816560286	4.15081167287588	4.60856575241652	3.86878823129094	5.83758942969692	5.44170988412023	5.66124325557941
Q2I700	1.36843647648244	6.78617219496059	4.37034883781333	0.000539069216688938	0.0263585319386656	-0.283753902637433	6.10857484255439	5.85673993393372	6.34054709367	7.41195905493595	7.56890804323062	7.43030420143886
PNMT	-1.41834481238293	10.8512154418632	-4.36963890011889	0.000539840633398126	0.0263585319386656	-0.285169413426426	11.6276828532082	11.6598851680126	11.3935955229432	10.3945644262914	9.73308362315452	10.2984810575694
DHRS7C	-1.52200133039969	5.00289144479277	-4.36382057159474	0.000546205481865042	0.0265732893915405	-0.296771608614707	5.48124787666992	5.46121249046132	6.34921596284661	4.56120062740446	4.07919400763594	4.08527770373839
B4GALNT1	1.51732730644619	6.55885091323197	4.36205567759915	0.00054815127393495	0.0265732893915405	-0.300291402488843	6.45011821065721	5.42546671892691	5.52497685044251	7.28778640710893	7.41135105047909	7.25340624177717
FAM71F1	1.53848261679634	8.06080911554486	4.36164332357315	0.000548606913361187	0.0265732893915405	-0.301113806193062	7.33834537038425	7.42544723383819	7.11091081721763	8.86002241248459	8.23375177411458	9.39637708522993
SULF2	1.49793138249899	14.8127520154679	4.36084992146337	0.000549484689091225	0.0265732893915405	-0.302696209333361	14.2664406146171	13.5882228161378	14.3366955419004	15.6987235321364	15.1658935553812	15.8205360326347
LRRC9	-1.33136930443752	6.38629363191485	-4.35687085972039	0.000553908596748552	0.0266973468756912	-0.310632907568247	7.13692683008762	7.07640630368589	6.94260171862732	5.65600569022249	5.75020153504105	5.75561971382472
FLJ37638	-1.34518438010293	5.98904617579104	-4.35617583967214	0.000554685043412425	0.0266973468756912	-0.312019315735921	6.56266313667304	6.87575888417866	6.5464930766758	5.31388293935933	5.2860913350775	5.34938768278189
lincRNA:chr1:9208086-9209181_R	1.39637052684694	6.66234474554673	4.34626808333189	0.000565875271265053	0.0271713995773549	-0.331786600384524	6.08425544045121	5.57853090604897	6.2296920998696	7.26105280421867	7.4298241786567	7.39071304403522
NEURL3	-1.49185742015189	8.28149704973285	-4.34425363155475	0.000568178545982058	0.0271868713407443	-0.335806504243534	9.05944313473188	8.98204083782916	9.04079330686532	7.44005988307994	8.11523351802767	7.0514116178631
PPIL6	-1.35573221040495	7.59867276111637	-4.34364101971563	0.00056888088873689	0.0271868713407443	-0.337029044737331	8.21197690544953	8.20205258683059	8.41558710667641	7.15797478606132	6.84822016431445	6.75622501736593
RAB3IL1	-1.41327229899068	7.26479305852519	-4.34068557098216	0.000572281711000113	0.0272388533323453	-0.342927348539805	8.05843086926865	8.19165794667945	7.66419880811347	6.88423451861922	6.3599200307711	6.43031617769922
FGG	1.87730432513212	12.4271913527903	4.34036041316807	0.0005726571346582	0.0272388533323453	-0.343576314049713	11.485356875911	11.6987588162439	11.2815018785178	12.9754205995063	14.5189493084552	12.6031606381075
HS3ST3A1	-1.842824766072	5.33447412917538	-4.33707148011805	0.000576468671947953	0.0273082754462917	-0.350140917476782	7.24011725643837	5.61420684002324	5.91333544017253	4.01292633638268	4.97690652779381	4.24935237424166
A_33_P3281563	-1.73784128020724	13.2263889419039	-4.33677630321503	0.000576812016533231	0.0273082754462917	-0.35073011594554	13.9353805592602	14.6413406971325	13.7092074896297	12.3911718607894	11.6073244796668	13.0739085649445
lincRNA:chr3:171506056-171528740_R	1.8117889624889	8.43973217763963	4.33182320915788	0.000582604629407563	0.0275182228570756	-0.360617773110542	7.22276088559377	7.75541085561636	7.6233413479754	8.7163233139416	10.4111377375737	8.90941892513697
FMOD	2.40260441410005	10.5863727144038	4.32629440564129	0.00058914074703862	0.0277599914148283	-0.371656593087984	9.37364255006289	9.48015277666809	9.30141619533033	10.8580168291899	13.5922508406292	10.9127570945424
SERPINA11	1.4358294117557	7.22868349465154	4.32518336451568	0.000590463223599221	0.0277599914148283	-0.373875140209354	6.63031380037649	6.34888957655741	6.55310298938717	8.42263715562872	7.59590752064676	7.82124992531269
PAR4	-1.42094923112644	7.22829492451	-4.31019755480903	0.000608599996398001	0.0285464391828998	-0.403806849288863	7.65195417693788	8.14523104281128	8.0191234004705	6.73677480809078	6.11691700956372	6.69976910918585
RNF152	1.39381898547867	8.1354481363596	4.3023834764152	0.000618281703450238	0.0289335846582267	-0.419419867072168	7.53555914563801	7.28305418828031	7.49700259694247	8.82857817278081	9.18885564875723	8.47963906575877
LTBR	-1.6159077831714	6.63258985740672	-4.29847197084179	0.000623186996651655	0.029052897838653	-0.427236740306355	7.4939172048493	7.07796315228222	7.74975088984574	5.07713087017009	6.34866252096492	6.04811450632805
LOXL3	-1.3118599203801	9.7106700972046	-4.29806559862014	0.000623698887618519	0.029052897838653	-0.428048901826503	10.3801561746363	10.3470956068986	10.3725483906491	9.09017771298342	9.13347336662707	8.94056933143317
FAM133A	1.62533051225924	5.10055218567675	4.29045512950885	0.000633365174901846	0.0294355012363214	-0.443260815140833	4.78840955836504	3.50697479205941	4.56827643821693	6.04363020023651	6.16294637902748	5.53307574615512
KCNA5	-1.74761455473929	8.3368189035411	-4.28900937091736	0.000635218689091532	0.0294540876362968	-0.446151021852599	9.12699288376925	9.26406474943941	9.24082090952357	8.18850958677906	6.43950097025996	7.76102432147535
MT1G	-2.00588205565833	8.07752381512015	-4.28550180961727	0.000639738548500621	0.0295745847488003	-0.453163497604872	8.39288583997995	10.3839952400992	8.46451344876879	6.81363805720011	7.53909099172774	6.8710193129451
AFF2	1.43140988560778	6.86497667862411	4.28397803856908	0.000641712299654534	0.0295745847488003	-0.456210123998352	6.43553944207808	5.75751396940801	6.25476179597456	7.93227697534969	7.34059804161407	7.46916984732024
AGT	-1.46647652958197	14.8681780288398	-4.28280218264409	0.000643239640887947	0.0295745847488003	-0.458561225849897	15.4337147460536	15.8817553141394	15.4887788206995	14.4928354378338	13.5984060043682	14.3135778499446
GBP3	1.71450742895033	5.09428743523193	4.28212347664091	0.000644122912753712	0.0295745847488003	-0.459918324008226	4.81359223143403	3.50697479205941	4.39053413877686	6.01702449870847	6.48821126763092	5.34938768278189
CDH15	-1.42657707676712	6.0910459594897	-4.28136224243654	0.000645115059910661	0.0295745847488003	-0.461440473663306	6.72305237866319	7.26999392183209	6.4199571931245	5.48478964167432	5.46185935074701	5.18662327089711
MGC12916	-1.46243460761895	6.8225072459331	-4.2767069148755	0.000651216556261309	0.0297869098860562	-0.470749941963629	7.662546752109	7.42544723383819	7.57317966328054	6.55679162447846	5.53724250816963	6.17983569372281
ENST00000415882	-1.56549195143943	8.71979550048329	-4.27161396570172	0.000657959095380952	0.0300275341209555	-0.480936034576462	9.27808821880672	10.249241379643	8.98029483015928	7.77585050869819	7.88600063782119	8.14929742777135
B3GAT1	-1.63867589830638	9.15875332613809	-4.26987193728802	0.000660281673111152	0.0300278250901505	-0.484420513550568	9.8465038431756	10.1264708638973	9.96129911880089	8.94954619018267	7.46405486798695	8.60464507278508
GDF15	1.89699500309564	13.4097562306609	4.26831499440542	0.000662364561355667	0.0300278250901505	-0.487534929332024	12.2498871051967	12.7813175510199	12.3525715311226	13.6009997947943	15.5641308236856	13.9096305781462
lincRNA:chr6:114746775-114792869_F	-1.41665659391888	6.62782523876847	-4.26828020173976	0.00066241118369922	0.0300278250901505	-0.48760452815109	7.30696385765392	7.37899821776242	7.32249853176739	6.32740618748114	5.43792648397966	5.99315815396631
NPFFR2	1.4392519737074	6.0846544011143	4.2650214699392	0.000666792774265858	0.030128582303273	-0.494123572687056	5.72784330314011	5.12550987148247	5.24173206815922	6.91450119557177	7.11552863582569	6.38281133250653
lincRNA:chr10:4944575-4977950_F	-1.35022627135587	4.98970914809107	-4.26441784292758	0.000667607632343167	0.030128582303273	-0.49533118840291	5.82156602534917	5.46121249046132	5.71168833549652	4.56120062740446	4.29730970609656	4.08527770373839
SPON1	-1.5871378901023	5.21709565320337	-4.26181648445803	0.000671130938591372	0.0302202804637266	-0.500535709380657	5.5807744032906	5.60935522749525	6.84186416397771	4.38516046541788	4.35730414554748	4.52811551349131
RIIAD1	-1.4271864562642	12.826987705122	-4.25976992892896	0.000673916140440551	0.0302784096535408	-0.504630518758691	13.5673121757861	13.4129260760271	13.6415045479491	12.2354909633627	11.602647450737	12.5020450168699
SOX4	1.46428148711944	10.6105502601038	4.25357712779442	0.00068241608305913	0.0305745961920603	-0.517022747540192	10.013614298074	9.56510788470285	10.0565063668554	11.0858336106761	11.8887006979461	11.0535387023684
RGS22	-1.34525476092007	5.41121576037666	-4.2514844719645	0.000685313013494328	0.0305745961920603	-0.521210800836678	6.0711916709694	5.91119655697597	6.26914119456472	4.83879302738803	4.91164327171872	4.46532884064313
KCNMA1	-1.40767046332616	6.68184662953344	-4.25096465879625	0.000686034550069016	0.0305745961920603	-0.52225114734052	7.12246398584606	7.79592443434666	7.23865716339685	6.26002387114768	5.74576908636473	5.92824123609868
lincRNA:chr3:13093175-13147525_R	-1.49519562224681	7.27885338974707	-4.25059796695297	0.000686544009642571	0.0305745961920603	-0.522985048409532	8.14021749996521	8.06926211328509	7.86987398936114	6.98980875874943	5.87785091249111	6.72610706463047
HOXA5	-1.39272604667916	9.56017703463243	-4.24306977719964	0.000697088918638413	0.03097612447011	-0.538053751630056	10.4630944376952	9.99898231866175	10.3075434175591	8.97007833799461	8.47665232960713	9.1447113662768
OTX2	1.35992159711485	6.676988879204	4.23917375454763	0.000702610871302965	0.0311531818057155	-0.545853440278871	6.14824793338786	5.84588229736876	5.9969540111831	7.71418588980121	7.22881362446946	7.12784951901361
AKT3	-1.9290162942631	8.04865508800062	-4.23587479061333	0.000707321454634091	0.0312935690725996	-0.552458509065576	8.97265184175602	9.17506422342776	8.89177364021271	7.85252573232314	5.78254829558466	7.61736679469941
lincRNA:chr6:48044816-48070216_R	2.16192208859178	6.35723696944864	4.23350814963667	0.000710720599937454	0.0313506545238472	-0.557197289496594	4.9915570759152	5.73170375742852	5.10556694211453	6.64836874216126	8.96645618988648	6.69976910918585
CYP4V2	-1.44880432904932	4.63202522609137	-4.2328241437641	0.000711706118589039	0.0313506545238472	-0.558566948643332	5.4993926579985	4.92603984911351	5.64384966473608	4.33193703654977	3.63685075540397	3.7540813927464
CCL19	1.44185879670232	7.96399144701834	4.22949232954606	0.000716526568652511	0.0314945289817914	-0.565238973551437	7.12818620832564	7.46671515291764	7.13428478475827	9.09736254052765	8.15178793066423	8.80561206491663
AF339771	-1.3513413942637	8.18055901465572	-4.22362377959043	0.000725098245137797	0.031802306799193	-0.576992354360408	8.84031673672134	9.03059538664229	8.69777701199908	7.84372967967212	7.36625092946239	7.30468434343711
ENST00000419115	-1.30078691497537	5.6708685890518	-4.21794104532491	0.000733498131128115	0.0320478556241565	-0.588375384807864	6.45812635398352	6.24539768377642	6.2602621018585	4.89528840413257	5.00083984791376	5.16529714264601
RSPH10B	-1.38326564184389	5.85817529997114	-4.21680685864609	0.000735186456403522	0.0320478556241565	-0.590647473148119	6.58148130571801	6.7002027476764	6.36774030928484	5.57529258462798	5.10594102807995	4.81839382443967
CNIH3	-1.94673536941345	8.54446435376406	-4.21663569778512	0.000735441586400472	0.0320478556241565	-0.590990361538631	9.17979997119605	10.2099546762996	9.16374146791676	8.45906881009496	6.47878217170748	7.77543902536957
SP110	1.39715783688099	6.55695650101312	4.21258543639311	0.000741505251010558	0.0322427487150793	-0.599104754144057	5.85464244206037	6.1345397235736	5.5859505820839	7.38851275679676	7.52517139093578	6.8529221106283
RERG	1.2862372169067	8.95870743685822	4.20688339652553	0.000750128261564876	0.0325478564541522	-0.610529848024609	8.42826994199512	8.31790060011511	8.20059594310437	9.63086168201219	9.56311261278973	9.61150384113279
lincRNA:chr1:27725338-27730688_R	-1.58632161041979	10.9299526237754	-4.20532095597533	0.000752508876964834	0.0325714539939012	-0.613660788749782	11.6595383974174	12.2256125055877	11.2841893839508	10.1387184803769	9.55012984829358	10.721527127026
FAM92B	-1.54261126897135	7.16301126321094	-4.20406193573811	0.000754432785265328	0.0325714539939012	-0.61618380590135	8.1573057379316	7.85331439650706	7.79233055865119	6.98980875874943	5.67509683106068	6.5102112963657
FZD5	1.7277978691817	11.3573602561917	4.20336859552589	0.000755494417269584	0.0325714539939012	-0.617573262636657	10.4038385845339	10.6423915693083	10.4341538109603	11.806762201272	13.2795774540562	11.5774379170195
PLCB4	-1.81345850768765	8.0955070865899	-4.20098045153087	0.000759162771382701	0.0326601172750057	-0.622359306681514	8.9861921738156	8.93431639023691	9.08620045724867	8.00556619395249	6.03152167738173	7.52924562690401
FBXL21	2.1424031877652	4.08915588385053	4.19776097466043	0.0007641368513824	0.0327937689609496	-0.628811884885425	3.06537091280076	2.42926580300326	3.55922615409979	6.13773897263139	3.73875722317585	5.60457623739215
PNMA5	-1.32655555251336	10.3659142575643	-4.19687839139142	0.000765506229014912	0.0327937689609496	-0.630580880701745	11.0118642283955	11.2942929737381	10.7814188993293	9.83909250636118	9.55012984829358	9.71868708926807
LOC645249	-1.30107948626976	11.1370734868429	-4.1872122266395	0.000780668459751029	0.03337275316442	-0.649957779438115	11.7136476710173	11.988819663418	11.660372355498	10.3361337926248	10.5927163642732	10.5307510742262
RAB36	-1.36306461551568	11.9446504137567	-4.18069708910824	0.000791060273426451	0.0337457985693477	-0.663020782348489	12.5680008087185	12.8678373347349	12.4427100210902	11.4087210853959	10.8806090527588	11.500024179842
C8G	-1.34731305548596	10.0137133095734	-4.17663010275323	0.000797618534573947	0.033954084802672	-0.671176266468143	10.7639634984351	10.5310039383874	10.7671420751265	9.20260258953243	9.08999038431343	9.72757737164531
ENST00000448102	1.35899036310268	5.57616591486821	4.17040483092414	0.000807764574960611	0.0342225155722376	-0.68366132794157	5.03225282206661	4.77132013412013	4.88643924376388	6.45256094997345	5.82241222833336	6.49201011095185
SPATA18	1.62024933852736	6.43665670844828	4.16983456398428	0.0008087005503594	0.0342225155722376	-0.68480511927477	5.48124787666992	5.53945987029986	5.85888837058402	7.19937323415133	8.05987974209078	6.48109115689377
ZFR2	-1.42499799063211	7.95456852203744	-4.16965772693681	0.000808991016093462	0.0342225155722376	-0.685159806727596	8.81458495231621	8.20448760656149	8.98212999318278	7.02267365079498	7.07801609431085	7.62551883505833
LOC253805	-1.55040675589062	6.39054657946044	-4.16689132067954	0.000813548862477032	0.0343436262507752	-0.69070867100922	7.88567387381586	6.55309261057014	7.05848338783125	5.87148437961942	5.33828652619096	5.636258698735
ENST00000506864	1.54070285884019	8.12041861041277	4.16039160494386	0.000824360746328582	0.0345447350102824	-0.703747277851276	7.25781605061275	7.49578986364999	7.2965956287153	8.14416143024678	9.53768792313376	8.99046076611806
C10orf11	-1.28484412631002	5.05618957657335	-4.16009515134229	0.000824857352603888	0.0345447350102824	-0.704342020390914	5.78969950420765	5.74467460393536	5.56146081104208	4.56447966223306	4.27391450761136	4.40290837041062
UCN2	1.34990344732493	7.2707147148721	4.15920481090763	0.000826350643989514	0.0345447350102824	-0.706128238642182	6.44129902250546	6.88172326986689	6.46426668125656	8.192765557037	7.61871780005952	8.0255159585072
ARAP3	1.88769637318697	8.77545571766044	4.15918825177819	0.000826378443244211	0.0345447350102824	-0.706161460248233	7.63079280414729	8.24714709582534	7.61688269322823	9.16355055156663	10.9608622778285	9.03349888336664
CSF1R	2.23758542822653	7.48141369784165	4.1589152344411	0.000826836918520799	0.0345447350102824	-0.706709200740847	6.27155962640774	6.38879222343273	6.42751110134468	7.85904966078751	10.3190457640201	7.62252381105716
FGA	1.6979393336893	9.95914804334736	4.15711060843989	0.000829873928018004	0.0346002786078782	-0.710329817579172	8.88699394786198	9.3115033781224	9.13203780352374	10.476313053067	11.82126303694	10.126777040569
NR4A2	-1.45153246477982	12.8600381155042	-4.15403505720308	0.000835075971372271	0.0347456764022923	-0.71650064551236	13.4882633422672	13.8467407074865	13.4224089939288	12.5617523347642	11.5339159157353	12.3071473988435
MIR17HG	1.3288657292411	7.68396202299038	4.15238035785765	0.000837888480250633	0.0347912587608987	-0.719820841979676	6.89936630096205	7.25039037368018	6.90883080046726	8.28300924040737	8.64996461135406	8.11221081107138
LYPD6B	1.79296901437668	8.47739884012841	4.15017367145235	0.000841654215464819	0.034876154126715	-0.724248815030386	7.58714708908183	7.57311202190105	7.58248388783732	9.0720389544657	10.5258710838939	8.52374000359064
lincRNA:chr14:92223102-92226142_R	-1.48251738525796	4.61380981590002	-4.14594055374335	0.000848926365329984	0.0351057039605744	-0.732743695541405	5.7778627774175	4.65978621897708	5.62755652919242	3.90099441613203	4.04605047995254	3.67060847372855
ENST00000330439	-1.52877339803226	6.91742333726222	-4.14089763562616	0.000857673208933363	0.0353951776631705	-0.742864740255759	7.29421759370331	8.49491224676203	7.25630026836969	6.16348559765447	6.20615739538916	6.08946692169464
OSBPL3	1.61656673641114	7.16187937462457	4.13852076133821	0.00086182759611129	0.0354943345122014	-0.747635488304438	6.2785496205059	6.39370057918745	6.38853781956366	7.64464174491702	8.90789279174842	7.35795369182499
KHK	-1.51761364930899	9.82926789055744	-4.11764926089747	0.000899198359754502	0.036958329338145	-0.789538640451366	10.3836693248265	10.8501619645251	10.5303928562841	9.53468638757405	8.31305403786458	9.36364277227022
PCDHB9	-1.37339866324631	10.9635858068695	-4.11439223999557	0.000905177062378116	0.0371287506375866	-0.796079396559287	11.7171832995978	11.4501254016042	11.783546714276	10.5721172566585	9.78124387917148	10.477298289909
FOLH1	-1.30108160063404	5.35523975891359	-4.11311538209659	0.000907531925176938	0.037150140201738	-0.79864370933588	5.89548976903938	6.27206857337407	5.84978333527837	4.71169886275266	4.51395846056383	4.88843955247321
lincRNA:chr1:84106887-84316837_R	-1.44061561318584	5.91014753901524	-4.10831389667985	0.000916443034638357	0.0374392846993488	-0.808287149420883	6.59839643357594	6.72147604113451	6.57149356211401	5.57529258462798	4.51687687079277	5.47734974184621
AGPAT9	1.52573976897464	6.81028357073356	4.10386805161615	0.00092477343663487	0.0377035898320571	-0.817217177053683	6.10742015413918	6.09795440063814	5.93686650396139	8.12146815750568	7.83453238805709	6.76345982009986
ASCL2	-1.66541088459637	12.9503094767134	-4.10220488176492	0.000927909554889372	0.0377554845596854	-0.820558070476031	13.719153351205	13.8374094577685	13.7924819480613	12.4067873782379	11.1030833475837	12.8429413774241
ANO3	1.46371366700546	4.86246625097375	4.09916971283395	0.000933660653339298	0.0378483700831434	-0.826655262676258	3.97984067149504	3.8125586567818	4.5994289241362	5.91952032933418	5.04598853849948	5.81746038559578
SLC4A4	2.45205047658748	6.65844609496257	4.09857860463237	0.000934784906334081	0.0378483700831434	-0.827842753138606	5.60449227264171	5.09288458272465	5.59988571464011	7.27240244219557	9.81690173742942	6.56410982014394
DPYSL4	-1.30201367357148	12.193661636788	-4.09804763442455	0.000935795953790397	0.0378483700831434	-0.828909443251643	12.8954546054147	13.02720436408	12.6113464512265	11.5126401571388	11.3275490492447	11.7877751936234
CHAC1	-1.29785751399994	8.7852907782348	-4.09686900142166	0.000938044223805466	0.0378637253126895	-0.831277293706281	9.62918029219712	9.12547620987466	9.54800210363252	8.1914049280821	7.97944184569818	8.23823928992422
SLITRK2	1.25735724353114	7.27347751144343	4.08698107357448	0.000957123278399056	0.0384935524011242	-0.851144158653995	6.75577065063811	6.65460421363709	6.52402180475836	8.03496546649033	7.86205589981371	7.80944703332296
PRDM5	-1.28598853301977	5.94449547523214	-4.08681498842539	0.000957447091258282	0.0384935524011242	-0.8514778910184	6.79449971388171	6.35692215986095	6.61104735148342	5.43707057721949	5.11176227867386	5.35567077027343
SPRY1	1.25453770554257	9.75029617615612	4.08280442277307	0.000965300309928918	0.0387324360001776	-0.859537073072643	9.23586746165036	9.08610966881541	9.04710483968872	10.4683072723323	10.4254319971706	10.2389558172793
PHAX	1.29263114157925	11.6897727143796	4.08100399979991	0.000968847037892407	0.0387979200174187	-0.863155205980665	11.1331943264899	11.0044404893193	10.9927366149608	12.6033574514785	12.3817700609024	12.0231373431267
SLC44A4	-1.56287993412298	9.38589405220723	-4.06788633990743	0.00099509100962779	0.0397702744143746	-0.88952024242741	10.1875905315628	10.0759098941799	10.2385016320635	8.11653365806254	9.51358814989918	8.18324044747551
NT5DC3	-1.62257187130058	7.60873056558694	-4.06613582687478	0.000998647406231527	0.0398185538891581	-0.893039071144697	8.5692482642042	8.05770588683811	8.63309535266938	7.64334644903946	6.02288037614003	6.72610706463047
LOC100507505	1.59695129012442	7.60691552200632	4.06535928615058	0.00100022918272622	0.0398185538891581	-0.894600086498768	6.97953614272657	6.76108659250758	6.68469689559817	8.81772851042645	7.45562715681586	8.94281783396328
DLX5	2.11868067766924	5.21586146991858	4.06175424179223	0.00100760589055304	0.0400335650201497	-0.901847299911957	4.21899496170653	4.18681713538699	4.06375129615836	5.69197640971566	7.90003075970855	5.2335982568354
ENST00000471222	-1.31532894350322	6.91695609377226	-4.05739475856021	0.0010166002184011	0.0403118791104921	-0.910611796120026	7.35755883086435	7.98660835111657	7.37969451459068	6.31305905413085	6.3599200307711	6.10489578116
LHFPL2	1.27212459473166	11.2358294613435	4.05490428629931	0.00102177503101998	0.0403609466695777	-0.915619059596423	10.6687234609676	10.566849011874	10.5637290190913	11.992938610824	11.5754298744576	12.0473067908463
AK058039	-1.28788512489942	7.62732322122003	-4.05488206119784	0.00102182133156459	0.0403609466695777	-0.915663745674479	8.12442539212598	8.31217743187916	8.37719452700408	7.30858987977589	6.85965534722461	6.78189674931046
C11orf41	-1.27776996774732	5.37153860266061	-4.05344980859805	0.00102480957643776	0.040400226551281	-0.918543488643228	5.7645060753555	6.05426889672606	6.21249578752124	4.8959081738055	4.55430333106183	4.74774935149352
ENTPD3	-1.31242816931182	7.33302160048588	-4.05091057355954	0.00103012925942831	0.0405310857937785	-0.923649153297864	8.18980702127922	7.89826249240671	7.87963754173945	7.01725429120879	6.34161427542692	6.6715539808542
