logFC	AveExpr	t	P.Value	adj.P.Val	B	BC_Hom_120_d25_1	BC_Hom_120_d25_2	BC_WT_d25_1	BC_WT_d25_2	BC_WT_d25_3
ORM2	2.18189649914891	8.53989513293491	4.18073074717137	0.000757521716063809	0.0383744553532324	-0.603877097229539	7.15047423696032	7.3110402299308	8.63795916435355	10.6930359705475	8.90696606288237
AKR1C3	1.55781930653559	9.74423647006791	4.17286373964961	0.000769861193225337	0.0389064696098962	-0.61978365056829	8.8783374052725	8.74075236702062	10.4331048356448	10.4499275049627	10.2190602374389
lincRNA:chr18:37270455-37331917_F	1.64450903328961	6.00005079164454	4.16966412931436	0.000774938101417622	0.0390697959464718	-0.62625385048839	5.01922811352418	5.00746262981736	6.75459966319883	7.01472658721083	6.20423696447148
lincRNA:chr17:63098313-63108438_R	2.38731282064727	4.28596525456536	4.16795505209362	0.000777663874676068	0.039114091558826	-0.629710107530653	3.43021666691088	2.27693845744311	4.01292633638268	5.30087120061056	6.40887361147956
MGC40069	-2.00732706645488	4.67217722911063	-4.15754611750022	0.000794476646576511	0.0398650307849707	-0.650762840448549	6.05665453390022	5.6964924040669	2.83962404057722	4.63433853007163	4.13377663693721
GMPR	1.71216008742752	7.83640359923806	4.1527013604662	0.000802427575761152	0.0401688035856794	-0.660563289476982	7.08997386922274	6.52824122434036	8.98401531407315	8.03368459776588	8.54610299078819
GBA3	1.56540719751655	9.13372004241516	4.14901320658501	0.000808534538312275	0.0403790538885906	-0.668024726800272	8.15185648408884	8.23709496372163	9.69640338475826	10.001656503397	9.58158887611007
RGS16	-1.72020207657999	9.13364833747726	-4.14339074741212	0.000817935410722253	0.0405677703020062	-0.679400536608945	9.61183946458542	10.7196997022651	8.57322888533111	8.29195605893788	8.47151757626679
ENST00000375987	1.62013430819973	4.39080210166708	4.14255126815403	0.000819348537965806	0.0405677703020062	-0.68109915273749	3.22248664186441	3.61495639163006	4.9488206834601	5.40425566664338	4.76349112473742
lincRNA:chr14:92223102-92226142_R	-1.55599018237581	4.49494719622136	-4.14232360158653	0.000819732205193212	0.0405677703020062	-0.681559822106755	5.4671941400132	5.3898884712805	3.90099441613203	4.04605047995254	3.67060847372855
C1orf115	1.56803144938041	8.16024332493833	4.14002020429727	0.000823624208017284	0.0405677703020062	-0.686220727464671	7.39132698664619	7.04752192397399	8.88177185612725	8.5889182750832	8.89167758286103
lincRNA:chrX:102024544-102185719_R	-1.55523081510817	7.7403583755983	-4.13987078962015	0.000823877318470628	0.0405677703020062	-0.686523074470443	8.5219189089477	8.82507482037871	7.25663724652461	7.03244791980342	7.06571298233707
CXorf65	1.9236081289342	5.86919276659824	4.13930417567956	0.00082483788842058	0.0405677703020062	-0.687669650512072	4.93414875466881	4.49590702380662	6.25436844741598	7.58738152838303	6.07415807871674
BC030764	1.55937563627915	9.11986528784139	4.13878198512949	0.000825724155851932	0.0405677703020062	-0.688726345067429	8.2439851824843	8.1244946296635	9.97868603580309	9.60955946541486	9.64260112584119
PRDM12	-1.89608494755238	6.24132019258401	-4.12846940545771	0.000843426386172875	0.0413308862400113	-0.709596975699441	6.90270747431197	7.85523484791891	6.20283868003902	4.86023888352958	5.38558107712059
MYOZ3	1.63555069920771	8.02744152269601	4.12747102918526	0.000845160507292793	0.0413308862400113	-0.711617722238528	6.68168856056427	7.41053364577849	8.41806292684682	8.81242335740252	8.81449912288794
FES	1.56008262134637	6.88936458243715	4.12310628318918	0.000852784447434098	0.0416076282820669	-0.720452581023076	5.98755208877042	5.91907793048825	7.43343884132174	7.77819920128855	7.32855485031681
ZNF506	1.66507089382738	5.60216061973491	4.12089178579317	0.000856679205157896	0.0417015682050999	-0.724935324343967	4.96231230451705	4.24392386235991	6.60469709563976	5.93022768185843	6.26964215429939
BEND7	-1.68521812045028	5.9691780713516	-4.11950446219911	0.000859128367040707	0.0417248696607499	-0.727743742117027	6.62917310299061	7.33144478425293	5.3869125714714	4.86057365550661	5.63778624253646
HOXA3	-1.62693531916913	10.1200747200099	-4.11007180423118	0.00087597028565754	0.0424454709354655	-0.746840657543526	11.2187258605444	10.9737459624784	9.30330347172707	9.93462663461497	9.16997167068482
APOA4	2.04119731313081	11.7069844883922	4.10867782975389	0.000878487496167658	0.0424702573775118	-0.749663122949706	10.5724534890514	10.3920787119761	11.9950570111092	13.6818749243444	11.89345830548
THC2686537	-1.79030492677982	4.95833651855765	-4.08949010344707	0.000913892125516529	0.0439674480302954	-0.788521049666834	6.33588269326663	5.72915625598445	3.58628861666248	4.26819149460566	4.87216353226901
TC2N	-1.59315408775941	5.32161127612345	-4.08937293030232	0.000914112722412546	0.0439674480302954	-0.788758383519963	6.12469127985897	6.43031617769922	5.0572518011278	4.40489493559175	4.59090218633949
ZNF682	1.51848659019643	8.30668294691032	4.08853825509583	0.000915685694515243	0.0439674480302954	-0.790449029818475	7.4052706609034	7.38591132468152	8.85045260187941	9.01597710384059	8.87580304324668
VCX2	1.58321834905684	8.19387024394129	4.07625678757472	0.00093915070007699	0.0449921178147744	-0.815328144928517	7.35348213712578	7.13439633188858	8.84394221251738	8.47884558244098	9.1586849557337
ZNF177	1.52021021152197	10.3664376758496	4.06754920721487	0.000956156304561429	0.0457034080114859	-0.83297060990021	9.37835460392216	9.53026849395058	11.1217883837666	10.9474679195241	10.8543089780843
LOC100128979	2.08506941502498	5.76044289846579	4.06361095783291	0.000963949854245815	0.0459721580262503	-0.84095074192669	5.24761796320408	3.77118453569752	6.29791308644149	5.99517899401903	7.49031991296683
CYP4F30P	1.50175423617599	9.38629401106003	4.05187850109421	0.000987551758118304	0.0469919291643935	-0.864727357388469	8.48924327566431	8.48123966304454	9.97559003486028	9.9413390378335	10.0440580438975
lincRNA:chr6:5047814-5048418_F	-1.66173971142563	8.65479842006024	-4.0485903026968	0.000994271111862285	0.0472055847392016	-0.871391891516246	9.78853754627657	9.51514694755466	8.23616742995418	8.34342713248055	7.39071304403522
RAB34	-1.66326648340859	5.88448023444043	-4.04478639644732	0.00100210217156457	0.0474709473889927	-0.879102079079609	7.17644341480558	6.58843683416559	4.90342049393929	5.00879214989934	5.74530827939237
AADAC	1.61479673107033	5.46665707189319	4.04241364856954	0.0010070185677796	0.047538826096041	-0.883911655325642	4.42745490489058	4.56810316161141	6.07759647148458	6.58026932711961	5.67986149435977
PAX6	-1.6059368358208	8.05920504847834	-4.04192929308292	0.00100802516727851	0.047538826096041	-0.884893468033352	9.04471061877505	9.00082368116658	7.70949534116891	6.91273959956052	7.62825600172064
TRPS1	-1.89120335176374	7.63220053466993	-4.04041634526859	0.00101117598831234	0.0475814478944749	-0.887960333813403	8.87839734014486	8.65544775131149	7.49925342866204	5.88853120812852	7.23937294510274
ZEB1	-1.61017902562265	7.89920070346348	-4.02965236974419	0.00103388287516984	0.0485420618219986	-0.909781710267017	8.80251695919561	8.92809927847853	7.55334847986844	6.73348081203226	7.47855798774256
TNFRSF14	1.4936160925362	8.86027415966623	4.02733042850945	0.0010388484681242	0.048667292726836	-0.91448932566006	7.94067687861346	7.98753212967556	9.45920098571713	9.39501751494485	9.51894328938017
XLOC_000515	1.52458098981686	8.24523064966392	4.02005791369551	0.00105455811200501	0.0492941898933907	-0.929234945900187	7.27582712568547	7.38513698586215	8.71103924486013	9.1369869465658	8.71716294534607
SLC5A11	1.50148461582142	6.81603337548207	4.01694337866864	0.00106135937756876	0.0493190539764497	-0.935550363960763	6.05665453390022	5.77363067807821	7.45511339186576	7.45562715681586	7.33914111675028
ZNF541	-1.60230238733969	6.40375172851032	-4.01686377588755	0.00106153378898892	0.0493190539764497	-0.935711779871476	7.46673831229239	7.26352800953588	6.15465302313439	5.2860913350775	5.84774796251145
NEK2	1.63580197129258	6.81139067526862	4.01661575958682	0.00106207738433346	0.0493190539764497	-0.936214700286611	5.98631215907612	5.67350682591002	7.31967602007785	8.0145203693605	7.06293800191862
XLOC_l2_013052	1.6135971012992	6.96309945181216	4.01182164653252	0.00107264059652062	0.0497005790619783	-0.945936387893608	6.19986281814997	5.7900195639153	8.01681261010107	7.15550376048149	7.65329850641295
HS3ST3B1	-1.61372595747036	7.12779562158374	-4.00798145333448	0.00108117871926972	0.0499868108745336	-0.953724114382974	7.72411046660552	8.46795192552639	6.77766748033158	6.16634109365979	6.50290714179542
